world,type,negs_timedout,contracts_executed,negs_registered,negs_succeeded,contracts_breached,neg_requests_sent,negs_failed,breaches_received,contracts_erred,contracts_dropped,contracts_nullified,breaches_committed,neg_requests_rejected,times,contracts_signed,negs_initiated,negotiator_exceptions,exceptions,contracts_concluded,neg_requests_received
000420251210H223957973606jpxE_L-X-OjYQ.124c0e2e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,210,258,158,0,0,100,0,0,0,0,0,0,6.400005077011883e-07,420,0,[],[],210,258
000420251210H223957973606jpxE_L-P-Ov4C.1312ad75,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,0,505,0,0,0,235,0,0,0,0,0,0,8.999995770864189e-08,0,0,[],[],0,505
000420251210H223957973606jpxE_L-P-Ov4C.1312ad75,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,123,52,270,0,0,0,269,0,0,0,0,0,0,4.900002750218846e-07,104,0,[],[],52,270
000420251210H223957973606jpxE_L-P-Ov4C.1312ad75,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,9,557,825,408,0,600,292,0,0,22,0,0,0,3.9000042306724936e-07,1158,600,[],[],582,825
000420251210H223957973606jpxE_L-P-Ov4C.1312ad75,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,42,207,1540,149,0,1540,775,0,0,2,0,0,0,3.5999983083456755e-07,418,1540,[],[],210,1540
000420251210H223957973606jpxE_L-P-Ov4C.1312ad75,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,7,100,505,101,0,0,134,0,0,1,0,0,0,8.999995770864189e-08,202,0,[],[],101,505
000420251210H223957973606jpxE_L-P-Ov4C.1312ad75,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,107,988,1995,814,0,680,591,0,0,3,0,0,0,5.800002327305265e-07,1982,680,[],[],994,1995
000420251210H223957973606jpxE_L-P-Ov4C.1312ad75,System,0,460,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,920,0,[],[],467,0
000120251210H223957863747wmRA_LitaAgentC-LitaAgentN-LitaAgentPBRt.042253ca,System,0,840,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1680,0,[],[],848,0
000120251210H223957863747wmRA_LitaAgentC-LitaAgentN-LitaAgentPBRt.042253ca,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,96,312,0,0,312,312,0,0,0,0,0,0,6.300001587078441e-07,192,312,[],[],97,312
000120251210H223957863747wmRA_LitaAgentC-LitaAgentN-LitaAgentPBRt.042253ca,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,189,774,194,0,0,580,0,0,5,0,0,0,8.999995770864189e-08,388,0,[],[],194,774
000120251210H223957863747wmRA_LitaAgentC-LitaAgentN-LitaAgentPBRt.042253ca,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,6,1481,1554,1171,0,1248,383,0,0,64,0,0,0,4.4999978854320943e-07,3090,1248,[],[],1549,1554
000120251210H223957863747wmRA_LitaAgentC-LitaAgentN-LitaAgentPBRt.042253ca,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,45,141,312,47,0,312,265,0,0,0,0,0,0,8.999995770864189e-08,282,312,[],[],142,312
000120251210H223957863747wmRA_LitaAgentC-LitaAgentN-LitaAgentPBRt.042253ca,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,225,1548,2352,1373,0,624,979,0,0,8,0,0,0,3.80000528821256e-07,3112,624,[],[],1558,2352
000120251210H223957863747wmRA_LitaAgentC-LitaAgentN-LitaAgentPBRt.042253ca,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,273,312,183,0,312,129,0,0,3,0,0,0,2.0000015865662135e-07,552,312,[],[],276,312
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-KBhL.13359764,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,0,80,493,81,0,0,145,0,0,1,0,0,0,8.999995770864189e-08,162,0,[],[],81,493
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-KBhL.13359764,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,0,493,0,0,0,226,0,0,0,0,0,0,8.999995770864189e-08,0,0,[],[],0,493
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-KBhL.13359764,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,5,514,786,380,0,570,286,0,0,37,0,0,0,3.5999983083456755e-07,1102,570,[],[],554,786
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-KBhL.13359764,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,18,248,1536,190,0,1536,734,0,0,2,0,0,0,3.6000028558191843e-07,500,1536,[],[],251,1536
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-KBhL.13359764,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,148,948,1951,771,0,657,604,0,0,0,0,0,0,6.100003702158574e-07,1896,657,[],[],951,1951
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-KBhL.13359764,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,47,124,267,72,0,0,195,0,0,0,0,0,0,6.499999471998308e-07,248,0,[],[],124,267
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-KBhL.13359764,System,0,460,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,920,0,[],[],467,0
000320251210H223957935659O58P_LitaAgentN-LitaAgentP-U10o.10ee9118,System,0,730,0,0,0,0,0,0,0,0,0,0,0,2.0000015865662135e-07,1460,0,[],[],738,0
000320251210H223957935659O58P_LitaAgentN-LitaAgentP-U10o.10ee9118,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,90,273,0,0,0,273,0,0,0,0,0,0,1.0999997357430402e-07,180,0,[],[],91,273
000320251210H223957935659O58P_LitaAgentN-LitaAgentP-U10o.10ee9118,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,9,160,273,78,0,0,195,0,0,5,0,0,0,4.399998942972161e-07,330,0,[],[],166,273
000320251210H223957935659O58P_LitaAgentN-LitaAgentP-U10o.10ee9118,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,4,328,332,156,0,332,176,0,0,5,0,0,0,1.6999979379761498e-07,666,332,[],[],335,332
000320251210H223957935659O58P_LitaAgentN-LitaAgentP-U10o.10ee9118,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,9,367,926,84,0,380,842,0,0,0,0,0,0,2.6999987312592566e-07,734,380,[],[],370,926
000320251210H223957935659O58P_LitaAgentN-LitaAgentP-U10o.10ee9118,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,93,380,0,0,380,380,0,0,0,0,0,0,9.999985195463523e-08,186,380,[],[],94,380
000220251210H223957905396qy6l_LitaAgentY-LitaAgentC-KgPN.081a3d0e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,110,296,568,296,0,0,272,0,0,0,0,0,0,8.999995770864189e-08,592,0,[],[],296,568
000220251210H223957905396qy6l_LitaAgentY-LitaAgentC-KgPN.081a3d0e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,144,568,144,0,0,424,0,0,0,0,0,0,8.999995770864189e-08,288,0,[],[],144,568
000220251210H223957905396qy6l_LitaAgentY-LitaAgentC-KgPN.081a3d0e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,60,503,568,363,0,568,205,0,0,0,0,0,0,1.7999991541728377e-07,1006,568,[],[],505,568
000220251210H223957905396qy6l_LitaAgentY-LitaAgentC-KgPN.081a3d0e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,159,2080,2556,1736,0,1420,820,0,0,0,0,0,0,1.160000465461053e-06,4160,1420,[],[],2084,2556
000220251210H223957905396qy6l_LitaAgentY-LitaAgentC-KgPN.081a3d0e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,1,73,284,3,0,284,281,0,0,0,0,0,0,8.000006346264854e-08,146,284,[],[],74,284
000220251210H223957905396qy6l_LitaAgentY-LitaAgentC-KgPN.081a3d0e,System,0,554,0,0,0,0,0,0,0,0,0,0,0,1.8999980966327712e-07,1108,0,[],[],561,0
000120251210H223957863747wmRA_U-P-KvX7.03a3710c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,25,150,864,150,0,0,714,0,0,0,0,0,0,1.0000030670198612e-07,300,0,[],[],150,864
000120251210H223957863747wmRA_U-P-KvX7.03a3710c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,53,1496,1503,1161,0,1260,342,0,0,39,0,0,0,4.2999954530387186e-07,3070,1260,[],[],1539,1503
000120251210H223957863747wmRA_U-P-KvX7.03a3710c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,35,142,315,48,0,315,267,0,0,0,0,0,0,8.999995770864189e-08,284,315,[],[],143,315
000120251210H223957863747wmRA_U-P-KvX7.03a3710c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,2,161,315,67,0,315,248,0,0,2,0,0,0,5.499996404978447e-07,326,315,[],[],164,315
000120251210H223957863747wmRA_U-P-KvX7.03a3710c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,363,1688,2358,1509,0,630,849,0,0,4,0,0,0,9.26000029721763e-06,3384,630,[],[],1694,2358
000120251210H223957863747wmRA_U-P-KvX7.03a3710c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,154,151,315,59,0,315,256,0,0,1,0,0,0,2.099995981552638e-07,304,315,[],[],152,315
000120251210H223957863747wmRA_U-P-KvX7.03a3710c,System,0,840,0,0,0,0,0,0,0,0,0,0,0,1.900007191579789e-07,1680,0,[],[],848,0
000220251210H223957905396qy6l_LitaAgentY-LitaAgentN-K63u.07c6aa4b,System,0,554,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1108,0,[],[],561,0
000220251210H223957905396qy6l_LitaAgentY-LitaAgentN-K63u.07c6aa4b,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,130,278,568,278,0,0,290,0,0,0,0,0,0,8.999995770864189e-08,556,0,[],[],278,568
000220251210H223957905396qy6l_LitaAgentY-LitaAgentN-K63u.07c6aa4b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,73,504,518,370,0,518,148,0,0,6,0,0,0,1.8000082491198555e-07,1020,518,[],[],512,518
000220251210H223957905396qy6l_LitaAgentY-LitaAgentN-K63u.07c6aa4b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,339,2159,2431,1834,0,1295,597,0,0,19,0,0,0,1.1699994502123445e-06,4356,1295,[],[],2182,2431
000220251210H223957905396qy6l_LitaAgentY-LitaAgentN-K63u.07c6aa4b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,4,72,259,2,0,259,257,0,0,0,0,0,0,8.999995770864189e-08,144,259,[],[],73,259
000220251210H223957905396qy6l_LitaAgentY-LitaAgentN-K63u.07c6aa4b,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,245,368,270,0,0,98,0,0,25,0,0,0,8.999995770864189e-08,540,0,[],[],270,368
000220251210H223957905396qy6l_L-Po-PrtZd.06ccdea1,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,95,329,568,329,0,0,239,0,0,0,0,0,0,8.999995770864189e-08,658,0,[],[],329,568
000220251210H223957905396qy6l_L-Po-PrtZd.06ccdea1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,208,568,208,0,0,360,0,0,0,0,0,0,8.999995770864189e-08,416,0,[],[],208,568
000220251210H223957905396qy6l_L-Po-PrtZd.06ccdea1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,53,535,568,395,0,568,173,0,0,0,0,0,0,1.7999991541728377e-07,1070,568,[],[],537,568
000220251210H223957905396qy6l_L-Po-PrtZd.06ccdea1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,1,148,284,78,0,284,206,0,0,0,0,0,0,8.999995770864189e-08,296,284,[],[],149,284
000220251210H223957905396qy6l_L-Po-PrtZd.06ccdea1,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,229,2002,2556,1658,0,1420,898,0,0,0,0,0,0,1.1799993444583379e-06,4004,1420,[],[],2006,2556
000220251210H223957905396qy6l_L-Po-PrtZd.06ccdea1,System,0,554,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1108,0,[],[],561,0
000420251210H223957973606jpxE_U-K-OZ8v.140cd862,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,0,492,0,0,0,234,0,0,0,0,0,0,8.000006346264854e-08,0,0,[],[],0,492
000420251210H223957973606jpxE_U-K-OZ8v.140cd862,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,21,539,822,404,0,597,293,0,0,36,0,0,0,3.5999983083456755e-07,1150,597,[],[],578,822
000420251210H223957973606jpxE_U-K-OZ8v.140cd862,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,32,237,1540,178,0,1540,747,0,0,1,0,0,0,3.5999983083456755e-07,476,1540,[],[],239,1540
000420251210H223957973606jpxE_U-K-OZ8v.140cd862,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,7,89,492,92,0,0,142,0,0,3,0,0,0,8.999995770864189e-08,184,0,[],[],92,492
000420251210H223957973606jpxE_U-K-OZ8v.140cd862,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,83,971,1862,794,0,596,526,0,0,0,0,0,0,5.59999534743838e-07,1942,596,[],[],974,1862
000420251210H223957973606jpxE_U-K-OZ8v.140cd862,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,49,114,258,62,0,0,196,0,0,0,0,0,0,5.499996404978447e-07,228,0,[],[],114,258
000420251210H223957973606jpxE_U-K-OZ8v.140cd862,System,0,460,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,920,0,[],[],467,0
000120251210H223957863747wmRA_L-X-PfMb.04b2fb4f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,173,124,320,31,0,320,288,0,0,0,0,0,0,1.4999977793195285e-07,248,320,[],[],124,320
000120251210H223957863747wmRA_L-X-PfMb.04b2fb4f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,221,864,221,0,0,639,0,0,0,0,0,0,8.999995770864189e-08,442,0,[],[],221,864
000120251210H223957863747wmRA_L-X-PfMb.04b2fb4f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,11,1539,1568,1210,0,1280,357,0,0,45,0,0,0,4.399998942972161e-07,3168,1280,[],[],1588,1568
000120251210H223957863747wmRA_L-X-PfMb.04b2fb4f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,159,320,63,0,320,257,0,0,0,0,0,0,5.399997462518513e-07,318,320,[],[],160,320
000120251210H223957863747wmRA_L-X-PfMb.04b2fb4f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,21,143,320,49,0,320,270,0,0,0,0,0,0,8.999995770864189e-08,286,320,[],[],144,320
000120251210H223957863747wmRA_L-X-PfMb.04b2fb4f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,255,1570,2368,1398,0,640,969,0,0,11,0,0,0,3.499999365885742e-07,3162,640,[],[],1583,2368
000120251210H223957863747wmRA_L-X-PfMb.04b2fb4f,System,0,840,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1680,0,[],[],848,0
000320251210H223957935659O58P_L-Po-Prtuo.11faaaae,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,3,145,294,58,0,0,236,0,0,0,0,0,0,4.1000021155923605e-07,290,0,[],[],146,294
000320251210H223957935659O58P_L-Po-Prtuo.11faaaae,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,199,294,116,0,0,178,0,0,7,0,0,0,1.0999974620062858e-07,412,0,[],[],207,294
000320251210H223957935659O58P_L-Po-Prtuo.11faaaae,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,3,332,416,162,0,416,254,0,0,7,0,0,0,2.0000061340397224e-07,678,416,[],[],341,416
000320251210H223957935659O58P_L-Po-Prtuo.11faaaae,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,20,425,968,142,0,380,826,0,0,0,0,0,0,2.6999987312592566e-07,850,380,[],[],428,968
000320251210H223957935659O58P_L-Po-Prtuo.11faaaae,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,227,380,134,0,380,246,0,0,0,0,0,0,8.999995770864189e-08,454,380,[],[],228,380
000320251210H223957935659O58P_L-Po-Prtuo.11faaaae,System,0,730,0,0,0,0,0,0,0,0,0,0,0,1.7000002117129043e-07,1460,0,[],[],738,0
000020251210H223957824305qBUX_L-Po-PrwW2.0072b02b,System,0,706,0,0,0,0,0,0,0,0,0,0,0,3.2999923860188574e-07,1412,0,[],[],715,0
000020251210H223957824305qBUX_L-Po-PrwW2.0072b02b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,87,340,15,0,340,325,0,0,0,0,0,0,1.6000012692529708e-07,174,340,[],[],88,340
000020251210H223957824305qBUX_L-Po-PrwW2.0072b02b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,9,642,870,558,0,475,312,0,0,76,0,0,0,6.400005077011883e-07,1436,475,[],[],720,870
000020251210H223957824305qBUX_L-Po-PrwW2.0072b02b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,365,1973,212,0,641,1761,0,0,8,0,0,0,1.2300006346777081e-06,746,641,[],[],375,1973
000020251210H223957824305qBUX_L-Po-PrwW2.0072b02b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,1,257,666,260,0,0,406,0,0,3,0,0,0,1.4999932318460196e-07,520,0,[],[],260,666
000020251210H223957824305qBUX_L-Po-PrwW2.0072b02b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,4,772,1443,567,0,1020,876,0,0,31,0,0,0,7.299986464204267e-07,1606,1020,[],[],806,1443
000020251210H223957824305qBUX_L-Po-PrwW2.0072b02b,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,77,340,0,0,340,340,0,0,0,0,0,0,1.6000012692529708e-07,154,340,[],[],78,340
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-PB3l.09bd51dc,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,0,148,282,62,0,0,219,0,0,1,0,0,0,4.599996827892028e-07,298,0,[],[],150,282
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-PB3l.09bd51dc,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,118,380,25,0,380,352,0,0,0,0,0,0,8.999995770864189e-08,236,380,[],[],119,380
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-PB3l.09bd51dc,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,3,331,368,163,0,368,205,0,0,9,0,0,0,1.7000002117129043e-07,680,368,[],[],342,368
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-PB3l.09bd51dc,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,17,413,944,130,0,380,812,0,0,0,0,0,0,2.6999987312592566e-07,826,380,[],[],416,944
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-PB3l.09bd51dc,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,184,282,102,0,0,180,0,0,8,0,0,0,8.999995770864189e-08,384,0,[],[],193,282
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-PB3l.09bd51dc,System,0,730,0,0,0,0,0,0,0,0,0,0,0,2.0000061340397224e-07,1460,0,[],[],738,0
000320251210H223957935659O58P_L-P-KOWc.1097c681,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,63,101,380,8,0,380,371,0,0,0,0,0,0,1.0999974620062858e-07,202,380,[],[],102,380
000320251210H223957935659O58P_L-P-KOWc.1097c681,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,2,354,320,189,0,320,131,0,0,12,0,0,0,2.1000050764996558e-07,732,320,[],[],368,320
000320251210H223957935659O58P_L-P-KOWc.1097c681,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,31,373,920,90,0,380,829,0,0,0,0,0,0,3.300001480965875e-07,746,380,[],[],376,920
000320251210H223957935659O58P_L-P-KOWc.1097c681,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,21,174,270,88,0,0,182,0,0,4,0,0,0,1.3000044418731704e-07,356,0,[],[],179,270
000320251210H223957935659O58P_L-P-KOWc.1097c681,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,27,150,270,71,0,0,199,0,0,8,0,0,0,5.699994289898314e-07,316,0,[],[],159,270
000320251210H223957935659O58P_L-P-KOWc.1097c681,System,0,730,0,0,0,0,0,0,0,0,0,0,0,2.099995981552638e-07,1460,0,[],[],738,0
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNnVp.12abba3f,System,0,460,0,0,0,0,0,0,0,0,0,0,0,3.100003596046008e-07,920,0,[],[],467,0
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNnVp.12abba3f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,0,496,0,0,0,238,0,0,0,0,0,0,1.4999932318460196e-07,0,0,[],[],0,496
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNnVp.12abba3f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,46,496,47,0,0,191,0,0,1,0,0,0,1.3999942893860862e-07,94,0,[],[],47,496
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNnVp.12abba3f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,10,499,846,354,0,612,362,0,0,26,0,0,0,6.099990059738047e-07,1050,612,[],[],528,846
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNnVp.12abba3f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,20,326,1544,268,0,1544,658,0,0,2,0,0,0,5.900001269765198e-07,656,1544,[],[],329,1544
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNnVp.12abba3f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,30,1019,1868,843,0,598,481,0,0,1,0,0,0,9.900004442897625e-07,2040,598,[],[],1023,1868
000420251210H223957973606jpxE_LitaAgentY-LitaAgentC-LitaAgentNnVp.12abba3f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,210,258,158,0,0,100,0,0,0,0,0,0,8.699998943484388e-07,420,0,[],[],210,258
000320251210H223957935659O58P_LitaAgentY-LitaAgentC-XWlR.11dfcaa2,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,136,284,50,0,0,234,0,0,1,0,0,0,9.499999578110874e-07,274,0,[],[],138,284
000320251210H223957935659O58P_LitaAgentY-LitaAgentC-XWlR.11dfcaa2,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,159,284,75,0,0,209,0,0,6,0,0,0,2.3000029614195228e-07,330,0,[],[],166,284
000320251210H223957935659O58P_LitaAgentY-LitaAgentC-XWlR.11dfcaa2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,6,330,376,160,0,376,216,0,0,7,0,0,0,3.5999983083456755e-07,674,376,[],[],339,376
000320251210H223957935659O58P_LitaAgentY-LitaAgentC-XWlR.11dfcaa2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,99,380,6,0,380,374,0,0,0,0,0,0,1.6999911167658865e-07,198,380,[],[],100,380
